school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_ela_prof,y_grad_4yr,y_math_prof,x_ap_coursework,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention
05-016-2110-17-0004,Schaumburg High School,Township HSD 211,Cook,High School,12-Sep,2024,16.7,44.5,93.4,49.5,800.0,93.3,1.0,2280.0,7.6,18.3,4.3,9.3,27.2,1.5,6.9,38.9,45.0,4.9,78.6,98.3
05-016-2110-17-0004,Schaumburg High School,Township HSD 211,Cook,High School,12-Sep,2025,17.5,58.7,92.4,55.0,800.0,93.3,0.9,2323.0,8.0,19.0,4.0,11.5,26.4,1.0,7.5,38.3,44.8,4.9,76.4,97.6
05-016-2110-17-0006,Hoffman Estates High School      ,Township HSD 211                 ,Cook       ,High School,9 - 12,2016,0.9,41.5,94.4,22.9,,95.1,0.4,1.0,4.2,19.5,13.7,,29.2,2.3,10.8,3.2,34.2,,81.1,95.7
05-016-2110-17-0006,Hoffman Estates High School      ,Township HSD 211                 ,Cook       ,High School,9 - 12,2017,0.8,46.4,98.0,48.1,,95.0,0.2,1.0,3.8,20.0,12.2,,30.2,1.8,10.2,3.4,33.7,,87.1,96.2
05-016-2110-17-0006,Hoffman Estates High School,Township HSD 211,Cook,HIGH SCHOOL,9 - 12,2018,14.5,38.5,93.0,39.8,,95.0,0.5,1907.0,5.3,19.9,11.9,6.1,31.3,2.4,9.8,49.6,32.6,,,95.4
05-016-2110-17-0006,Hoffman Estates High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2019,12.5,37.3,94.1,44.4,522.0,95.4,1.7,1959.0,6.1,20.2,11.9,7.0,32.4,2.4,10.0,50.6,31.3,99.0,,96.8
05-016-2110-17-0006,Hoffman Estates High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2020,14.0,,95.5,,759.0,95.0,1.7,1944.0,6.5,21.1,12.3,7.3,30.5,2.0,9.1,48.3,31.8,123.0,,97.1
05-016-2110-17-0006,Hoffman Estates High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2021,8.7,37.3,95.7,40.2,759.0,96.5,0.7,1967.0,3.7,21.7,12.5,7.3,31.3,1.9,9.6,49.6,30.0,123.0,,97.4
05-016-2110-17-0006,Hoffman Estates High School,Township HSD 211,Cook,HIGH SCHOOL,12-Sep,2022,21.5,33.1,93.7,39.0,,92.8,0.7,1977.0,7.7,21.8,11.3,9.1,33.3,1.3,11.3,44.2,29.0,,,97.0
05-016-2110-17-0006,Hoffman Estates High School,Township HSD 211,Cook,HIGH SCHOOL,12-Sep,2023,22.6,36.4,91.9,36.6,759.0,92.3,1.8,2015.0,7.5,20.5,10.4,13.3,36.0,1.6,11.2,48.1,27.9,123.0,,96.4
05-016-2110-17-0006,Hoffman Estates High School,Township HSD 211,Cook,High School,12-Sep,2024,20.0,36.8,92.7,31.3,659.0,92.8,1.4,2055.0,10.5,19.6,10.8,17.1,36.7,1.5,9.7,52.2,27.9,5.0,83.5,97.4
05-016-2110-17-0006,Hoffman Estates High School,Township HSD 211,Cook,High School,12-Sep,2025,22.1,57.0,93.5,45.7,659.0,92.7,0.9,2144.0,12.8,19.4,9.7,20.5,37.4,1.1,9.4,52.5,27.1,5.0,86.2,96.9
05-016-2140-17-0002,Elk Grove High School            ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,0.1,40.5,94.2,2.0,,92.9,1.0,1.0,12.6,8.2,3.2,,41.4,1.4,11.7,3.2,44.4,,58.4,89.8
05-016-2140-17-0002,Elk Grove High School            ,Township HSD 214                 ,Cook       ,High School,9 - 12,2017,0.1,41.9,95.4,39.9,,93.7,0.8,1.0,7.1,9.0,2.9,,42.3,1.3,11.3,3.4,42.9,,72.0,94.0
05-016-2140-17-0002,Elk Grove High School,Township HSD 214,Cook,HIGH SCHOOL,9 - 12,2018,23.3,42.7,96.6,43.9,,90.3,0.5,1935.0,8.9,9.7,2.3,10.5,43.7,1.3,8.3,28.2,41.2,,,95.8
05-016-2140-17-0002,Elk Grove High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,12.7,36.2,91.0,36.2,912.0,95.3,2.1,1944.0,8.5,9.6,1.9,9.9,44.0,1.6,8.7,28.7,40.9,86.0,,96.5
05-016-2140-17-0002,Elk Grove High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2020,9.9,,93.8,,873.0,95.8,0.8,1889.0,8.1,9.1,2.0,12.4,44.5,2.1,8.7,33.2,41.6,136.0,,96.1
05-016-2140-17-0002,Elk Grove High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,16.2,32.9,93.4,29.7,873.0,94.5,0.6,1898.0,9.4,9.8,2.2,14.3,45.7,2.6,8.0,40.6,39.5,136.0,,96.1
05-016-2140-17-0002,Elk Grove High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2022,31.2,25.6,93.1,23.8,,90.4,2.1,1899.0,10.1,9.0,2.3,17.1,47.5,2.0,8.7,44.1,38.4,,,96.1
05-016-2140-17-0002,Elk Grove High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2023,35.8,25.1,91.4,21.5,873.0,88.7,1.1,1900.0,10.6,8.7,2.3,22.2,48.9,2.0,7.4,45.6,37.5,136.0,,95.8
05-016-2140-17-0002,Elk Grove High School,Township HSD 214,Cook,High School,12-Sep,2024,32.6,28.0,91.1,22.6,670.0,89.4,1.8,1843.0,13.7,8.5,2.3,25.4,48.9,1.4,8.4,39.6,37.2,4.9,76.2,94.3
05-016-2140-17-0002,Elk Grove High School,Township HSD 214,Cook,High School,12-Sep,2025,27.7,49.2,91.3,35.6,670.0,91.4,1.5,1775.0,13.7,8.7,1.9,29.0,48.3,0.6,8.8,38.4,36.8,4.9,69.5,94.4
05-016-2140-17-0004,John Hersey High School          ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,0.2,61.4,96.2,15.1,,91.4,0.7,1.0,8.0,8.7,2.4,,12.3,0.3,11.7,3.2,73.7,,66.7,95.1
05-016-2140-17-0004,John Hersey High School          ,Township HSD 214                 ,Cook       ,High School,9 - 12,2017,0.3,76.4,93.6,69.5,,94.5,0.4,1.0,3.4,9.5,1.6,,13.8,0.2,11.3,3.4,72.1,,78.9,95.6
05-016-2140-17-0004,John Hersey High School,Township HSD 214,Cook,HIGH SCHOOL,9 - 12,2018,14.7,70.8,89.7,65.0,,93.2,0.3,1864.0,3.1,10.6,1.5,2.6,14.3,,12.2,11.5,70.6,,,96.6
05-016-2140-17-0004,John Hersey High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,7.3,64.7,93.5,66.7,989.0,96.3,0.6,1898.0,3.9,10.2,1.6,3.0,14.4,0.5,12.3,11.6,70.9,71.0,,95.6
05-016-2140-17-0004,John Hersey High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2020,5.5,,96.4,,975.0,96.6,0.8,1943.0,3.7,10.3,1.6,3.1,14.5,0.4,10.3,11.3,70.4,42.0,,96.9
05-016-2140-17-0004,John Hersey High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,4.6,64.1,94.9,57.1,975.0,97.2,0.6,1966.0,3.0,10.1,1.3,3.7,15.7,0.6,10.8,16.5,69.9,42.0,,97.2
05-016-2140-17-0004,John Hersey High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2022,15.3,63.0,95.1,60.9,,94.0,0.7,2013.0,4.7,10.7,1.4,4.0,15.4,0.6,11.2,19.3,69.2,,,97.9
05-016-2140-17-0004,John Hersey High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2023,17.5,66.5,96.2,60.2,975.0,93.6,,2018.0,3.0,10.5,1.8,5.1,14.2,,10.0,18.3,69.8,42.0,,94.7
05-016-2140-17-0004,John Hersey High School,Township HSD 214,Cook,High School,12-Sep,2024,16.8,60.0,96.4,55.9,945.0,93.6,,2038.0,9.9,11.5,1.5,7.2,15.1,0.7,10.7,13.7,67.9,1.5,82.9,93.7
05-016-2140-17-0004,John Hersey High School,Township HSD 214,Cook,High School,12-Sep,2025,18.6,78.0,97.4,70.3,945.0,93.2,,2041.0,10.0,12.6,1.5,7.4,14.7,0.8,10.5,12.4,66.1,1.5,71.0,93.6
05-016-2140-17-0005,Prospect High School             ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,0.0,53.4,95.4,19.8,,94.3,1.1,1.0,5.0,7.2,1.9,,12.4,0.4,11.7,3.2,75.0,,64.5,96.3
05-016-2140-17-0005,Prospect High School             ,Township HSD 214                 ,Cook       ,High School,9 - 12,2017,0.0,68.7,97.8,70.4,,94.7,1.1,1.0,3.5,7.4,1.1,,12.1,0.2,11.3,3.4,75.8,,73.9,96.6
05-016-2140-17-0005,Prospect High School,Township HSD 214,Cook,HIGH SCHOOL,9 - 12,2018,11.9,70.5,95.7,67.2,,93.5,0.6,2150.0,2.9,7.5,1.2,0.9,13.0,,8.0,7.5,75.0,,,96.2
05-016-2140-17-0005,Prospect High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,8.0,63.8,96.9,69.2,1165.0,95.9,0.8,2133.0,3.9,7.3,1.2,1.0,13.1,0.3,7.1,6.8,74.8,0.0,,94.2
05-016-2140-17-0005,Prospect High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2020,5.4,,96.2,,1185.0,96.6,0.8,2081.0,4.2,7.3,1.2,1.3,13.5,0.2,7.4,7.2,74.1,8.0,,94.0
05-016-2140-17-0005,Prospect High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,4.7,61.0,96.2,59.5,1185.0,97.1,0.5,2130.0,4.0,7.0,1.6,1.7,14.3,,8.4,13.2,73.1,8.0,,94.1
05-016-2140-17-0005,Prospect High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2022,14.3,56.1,97.1,53.9,,94.2,0.6,2181.0,4.0,7.5,1.5,2.4,13.9,,9.1,15.4,73.1,,,94.1
05-016-2140-17-0005,Prospect High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2023,16.5,57.9,94.1,51.8,1185.0,93.5,0.8,2188.0,3.8,8.0,1.8,3.3,13.8,0.7,8.8,15.3,72.0,8.0,,92.9
05-016-2140-17-0005,Prospect High School,Township HSD 214,Cook,High School,12-Sep,2024,13.8,58.0,95.9,52.1,1137.0,94.2,0.7,2155.0,8.0,7.6,1.9,5.4,13.5,1.1,9.8,11.3,72.1,1.7,84.4,91.4
05-016-2140-17-0005,Prospect High School,Township HSD 214,Cook,High School,12-Sep,2025,14.3,83.3,94.5,68.3,1137.0,94.2,1.0,2149.0,8.8,8.5,2.0,6.6,13.2,1.2,9.5,11.6,70.9,1.7,78.8,91.2
05-016-2140-17-0006,Wheeling High School             ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,0.9,38.0,91.2,19.0,,85.9,1.0,1.0,15.1,4.6,2.3,,58.0,2.8,11.7,3.2,33.3,,59.9,92.9
05-016-2140-17-0006,Wheeling High School             ,Township HSD 214                 ,Cook       ,High School,9 - 12,2017,1.4,43.1,94.7,42.1,,88.5,0.6,1.0,4.6,4.9,2.5,,59.4,2.7,11.3,3.4,31.1,,69.8,95.3
05-016-2140-17-0006,Wheeling High School,Township HSD 214,Cook,HIGH SCHOOL,9 - 12,2018,23.7,36.1,94.0,40.1,,91.6,0.8,1718.0,5.8,5.0,2.4,13.6,62.3,3.8,11.2,38.7,28.0,,,96.9
05-016-2140-17-0006,Wheeling High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,14.0,30.0,91.2,29.3,539.0,94.9,1.9,1739.0,7.2,6.0,2.5,16.3,63.1,5.7,11.7,36.6,26.7,124.0,,94.5
05-016-2140-17-0006,Wheeling High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2020,14.9,,93.3,,756.0,94.7,2.6,1706.0,6.8,6.3,2.4,17.4,64.1,5.2,12.5,38.3,25.6,167.0,,95.2
05-016-2140-17-0006,Wheeling High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,19.1,31.2,89.2,26.6,756.0,93.0,1.4,1708.0,5.8,6.1,2.5,19.7,64.5,4.6,12.4,46.9,25.3,167.0,,92.7
05-016-2140-17-0006,Wheeling High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2022,33.2,21.5,90.7,26.7,,89.9,3.3,1646.0,11.5,6.0,2.4,21.3,66.1,4.0,12.9,51.1,23.9,,,95.6
05-016-2140-17-0006,Wheeling High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2023,37.1,21.0,88.7,20.6,756.0,87.5,2.0,1658.0,8.4,5.5,2.6,26.4,66.6,5.5,12.2,55.1,24.0,167.0,,93.2
05-016-2140-17-0006,Wheeling High School,Township HSD 214,Cook,High School,12-Sep,2024,36.6,28.0,86.1,26.2,458.0,87.4,1.1,1623.0,16.0,7.0,2.7,33.0,63.8,5.2,12.0,46.2,24.5,0.3,81.9,94.1
05-016-2140-17-0006,Wheeling High School,Township HSD 214,Cook,High School,12-Sep,2025,35.4,47.9,90.6,33.2,458.0,88.4,1.6,1588.0,14.6,6.2,3.0,37.5,63.0,6.0,11.2,47.0,25.3,0.3,68.9,94.6
05-016-2140-17-0007,Rolling Meadows High School      ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,1.3,42.1,92.9,22.9,,92.0,1.4,1.0,12.1,6.7,2.6,,33.8,1.4,11.7,3.2,54.5,,47.9,92.8
05-016-2140-17-0007,Rolling Meadows High School      ,Township HSD 214                 ,Cook       ,High School,9 - 12,2017,2.0,54.4,93.9,49.7,,91.4,0.9,1.0,7.2,6.1,2.9,,35.8,0.8,11.3,3.4,52.6,,64.2,95.2
05-016-2140-17-0007,Rolling Meadows High School,Township HSD 214,Cook,HIGH SCHOOL,9 - 12,2018,18.5,52.2,94.0,55.8,,92.2,0.4,1900.0,7.3,7.6,2.6,8.4,36.3,,8.8,20.3,51.0,,,95.9
05-016-2140-17-0007,Rolling Meadows High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,13.7,44.4,89.9,47.3,799.0,95.1,2.1,1863.0,7.7,7.0,3.1,8.2,36.3,0.9,9.6,20.7,50.5,125.0,,94.4
05-016-2140-17-0007,Rolling Meadows High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2020,11.8,,91.3,,868.0,95.4,1.4,1881.0,8.5,7.4,3.2,9.3,37.3,1.3,9.0,22.3,48.8,133.0,,93.0
05-016-2140-17-0007,Rolling Meadows High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,16.8,41.6,91.6,37.3,868.0,93.6,1.1,1932.0,6.5,7.2,3.1,9.7,36.5,1.8,8.8,31.2,49.8,133.0,,93.9
05-016-2140-17-0007,Rolling Meadows High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2022,30.5,39.6,92.2,38.1,,90.0,1.8,1939.0,9.8,6.5,4.0,13.2,37.3,1.4,9.9,35.5,48.6,,,95.9
05-016-2140-17-0007,Rolling Meadows High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2023,36.1,37.5,91.5,34.5,868.0,88.2,1.0,1908.0,11.4,7.7,3.8,16.4,36.9,1.3,9.7,35.1,48.1,133.0,,94.5
05-016-2140-17-0007,Rolling Meadows High School,Township HSD 214,Cook,High School,12-Sep,2024,35.5,42.0,88.6,35.4,754.0,88.0,1.3,1901.0,15.4,7.4,3.7,20.7,39.3,1.3,9.7,27.9,46.3,2.6,81.1,93.2
05-016-2140-17-0007,Rolling Meadows High School,Township HSD 214,Cook,High School,12-Sep,2025,33.6,63.3,90.6,46.1,754.0,89.1,2.1,1781.0,17.1,7.3,3.8,22.0,38.9,1.5,9.4,30.4,46.3,2.6,78.1,92.2
05-016-2140-17-0008,Buffalo Grove High School        ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,0.5,45.5,95.0,18.4,,92.8,0.5,1.0,9.7,8.1,1.7,,26.3,1.1,11.7,3.2,60.2,,58.0,93.9
05-016-2140-17-0008,Buffalo Grove High School        ,Township HSD 214                 ,Cook       ,High School,9 - 12,2017,0.3,61.4,95.1,63.8,,92.9,1.1,1.0,3.7,8.4,1.7,,26.5,0.8,11.3,3.4,59.3,,67.6,94.4
05-016-2140-17-0008,Buffalo Grove High School,Township HSD 214,Cook,HIGH SCHOOL,9 - 12,2018,19.3,53.2,97.3,53.6,,89.6,0.7,2004.0,4.4,8.7,1.6,7.2,28.1,0.8,9.9,16.3,58.0,,,96.2
05-016-2140-17-0008,Buffalo Grove High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,11.5,47.9,90.9,59.5,1107.0,95.6,1.6,1981.0,5.8,9.0,1.9,8.5,28.2,1.1,10.7,15.5,57.8,44.0,,95.3
05-016-2140-17-0008,Buffalo Grove High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2020,10.2,,93.1,,1070.0,95.9,0.8,1921.0,3.9,9.6,1.7,10.2,29.9,1.1,10.8,17.0,55.6,56.0,,96.4
05-016-2140-17-0008,Buffalo Grove High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,14.4,46.2,93.4,48.3,1070.0,94.9,1.0,1942.0,3.3,9.7,1.8,9.9,31.0,0.9,9.8,24.1,54.0,56.0,,98.4
05-016-2140-17-0008,Buffalo Grove High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2022,25.7,42.4,95.0,45.8,,91.2,1.8,1892.0,5.0,9.8,1.8,11.7,31.4,,10.4,28.6,53.5,,,96.8
05-016-2140-17-0008,Buffalo Grove High School,Township HSD 214,Cook,HIGH SCHOOL,12-Sep,2023,29.1,42.7,90.6,44.0,1070.0,90.3,0.9,1855.0,5.9,10.5,2.0,14.4,31.2,1.1,9.1,28.8,52.5,56.0,,95.3
05-016-2140-17-0008,Buffalo Grove High School,Township HSD 214,Cook,High School,12-Sep,2024,29.4,38.3,91.9,39.2,917.0,90.2,1.5,1917.0,9.3,11.0,1.7,20.6,31.6,1.8,8.8,24.3,52.3,1.5,77.9,94.4
05-016-2140-17-0008,Buffalo Grove High School,Township HSD 214,Cook,High School,12-Sep,2025,29.2,65.5,92.0,56.4,917.0,90.4,1.5,1914.0,11.6,10.7,,24.5,30.1,2.1,10.1,24.5,53.8,1.5,78.4,94.8
05-016-2190-17-0002,Niles North High School          ,Niles Twp CHSD 219               ,Cook       ,High School,9 - 12,2016,1.1,44.9,94.6,21.2,,94.2,0.7,1.0,4.6,34.5,10.7,,13.3,1.3,12.0,3.2,40.4,,75.6,88.7
05-016-2190-17-0002,Niles North High School          ,Niles Twp HSD 219                ,Cook       ,High School,9 - 12,2017,0.9,56.0,91.5,51.2,,94.2,0.0,1.0,3.3,36.3,9.7,,12.5,1.0,11.2,3.4,39.6,,89.5,92.5
05-016-2190-17-0002,Niles North High School,Niles Twp HSD 219,Cook,HIGH SCHOOL,9 - 12,2018,12.6,46.9,92.7,44.9,,92.2,0.4,2059.0,3.9,36.8,9.2,7.3,12.8,1.2,11.9,31.8,38.5,,,92.5
05-016-2190-17-0002,Niles North High School,Niles Twp HSD 219,Cook,HIGH SCHOOL, 9 10 11 12,2019,19.1,46.8,90.3,44.2,699.0,93.9,1.9,2068.0,6.0,36.0,8.6,8.2,13.9,0.8,12.6,32.0,38.0,108.0,,93.1
05-016-2190-17-0002,Niles North High School,Niles Twp HSD 219,Cook,HIGH SCHOOL, 9 10 11 12,2020,20.6,,90.2,,888.0,93.0,2.2,2101.0,4.9,35.5,7.7,8.7,15.2,0.8,12.7,32.9,37.0,96.0,,94.4
05-016-2190-17-0002,Niles North High School,Niles Twp HSD 219,Cook,HIGH SCHOOL, 9 10 11 12,2021,20.1,46.3,91.0,38.5,888.0,92.6,1.2,2021.0,3.1,35.0,7.8,8.0,16.1,0.6,9.9,21.5,36.6,96.0,,94.8
05-016-2190-17-0002,Niles North High School,Niles Twp HSD 219,Cook,HIGH SCHOOL,12-Sep,2022,25.8,36.4,91.1,37.8,,91.5,1.1,1984.0,7.0,34.0,9.0,8.8,17.0,1.1,11.0,32.2,35.1,,,94.4
05-016-2190-17-0002,Niles North High School,Niles Twp HSD 219,Cook,HIGH SCHOOL,12-Sep,2023,28.4,44.1,90.7,40.4,888.0,91.4,1.7,1948.0,7.2,34.1,9.2,10.8,17.9,1.3,11.0,28.9,33.9,96.0,,93.3
05-016-2190-17-0002,Niles North High School,Niles Twp HSD 219,Cook,High School,12-Sep,2024,27.3,44.8,91.5,41.6,767.0,91.6,2.2,1929.0,7.5,33.7,9.4,14.3,17.6,1.7,10.3,35.5,34.7,0.0,43.8,92.2
05-016-2190-17-0002,Niles North High School,Niles Twp HSD 219,Cook,High School,12-Sep,2025,30.6,65.1,90.6,48.0,767.0,90.7,1.4,1907.0,7.4,32.0,10.1,16.8,17.3,2.1,10.4,30.2,35.0,0.0,47.6,91.4
05-016-2190-17-0003,Niles West High School           ,Niles Twp CHSD 219               ,Cook       ,High School,9 - 12,2016,4.1,45.1,94.4,21.4,,93.8,0.4,1.0,5.8,32.0,5.6,,14.6,0.9,12.0,3.2,47.0,,76.8,92.0
05-016-2190-17-0003,Niles West High School           ,Niles Twp HSD 219                ,Cook       ,High School,9 - 12,2017,4.7,56.5,95.7,53.3,,93.8,0.4,1.0,3.8,33.0,3.9,,16.0,0.8,11.2,3.4,44.9,,84.1,94.8
05-016-2190-17-0003,Niles West High School,Niles Twp HSD 219,Cook,HIGH SCHOOL,9 - 12,2018,15.3,47.4,94.6,45.3,,92.8,0.3,2435.0,3.0,33.8,4.4,6.9,15.2,0.7,8.7,30.6,43.8,,,93.5
05-016-2190-17-0003,Niles West High School,Niles Twp HSD 219,Cook,HIGH SCHOOL, 9 10 11 12,2019,18.4,45.8,93.7,47.0,768.0,93.7,1.5,2464.0,3.6,33.8,4.7,7.6,14.3,0.4,8.7,30.1,43.3,259.0,,93.3
05-016-2190-17-0003,Niles West High School,Niles Twp HSD 219,Cook,HIGH SCHOOL, 9 10 11 12,2020,23.5,,94.7,,1002.0,92.4,2.0,2465.0,4.5,33.5,4.5,7.9,13.1,0.6,8.6,29.0,44.7,97.0,,93.7
05-016-2190-17-0003,Niles West High School,Niles Twp HSD 219,Cook,HIGH SCHOOL, 9 10 11 12,2021,26.0,43.4,93.4,40.2,1002.0,91.4,0.8,2478.0,1.9,33.7,5.2,8.7,13.4,,8.9,20.9,43.7,97.0,,96.4
05-016-2190-17-0003,Niles West High School,Niles Twp HSD 219,Cook,HIGH SCHOOL,12-Sep,2022,26.6,38.3,93.2,40.3,,91.7,1.0,2474.0,5.1,33.0,5.9,8.9,14.6,,9.3,27.5,42.0,,,95.5
05-016-2190-17-0003,Niles West High School,Niles Twp HSD 219,Cook,HIGH SCHOOL,12-Sep,2023,28.0,42.0,91.8,34.8,1002.0,91.3,1.3,2524.0,6.7,33.1,5.8,10.6,15.7,1.0,8.8,28.1,40.5,97.0,,93.4
05-016-2190-17-0003,Niles West High School,Niles Twp HSD 219,Cook,High School,12-Sep,2024,26.5,41.5,93.1,35.3,881.0,91.7,2.0,2517.0,5.5,32.6,6.6,14.9,17.2,2.0,8.9,32.5,38.5,0.1,45.6,91.3
05-016-2190-17-0003,Niles West High School,Niles Twp HSD 219,Cook,High School,12-Sep,2025,27.7,63.8,87.1,47.2,881.0,91.6,2.0,2549.0,4.4,33.3,7.0,17.5,17.5,3.2,9.5,29.1,35.9,0.1,43.7,91.1
05-016-2250-17-0001,Glenbrook North High School      ,Northfield Twp HSD 225           ,Cook       ,High School,9 - 12,2016,0.6,47.1,97.5,24.5,,96.1,0.0,1.0,1.1,15.2,0.8,,4.0,0.3,12.4,3.2,77.4,,87.0,93.4
05-016-2250-17-0001,Glenbrook North High School      ,Northfield Twp HSD 225           ,Cook       ,High School,9 - 12,2017,1.0,77.2,98.4,73.7,,95.3,0.0,1.0,1.2,14.4,0.5,,4.7,0.2,11.8,3.4,77.2,,75.9,92.2
05-016-2250-17-0001,Glenbrook North High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL,9 - 12,2018,7.9,75.5,97.6,75.9,,95.1,0.0,1988.0,1.0,15.0,0.7,1.2,4.8,,13.5,5.8,74.9,,,93.2
05-016-2250-17-0001,Glenbrook North High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL, 9 10 11 12,2019,11.1,70.8,96.4,72.4,499.0,94.8,0.9,2023.0,1.9,10.9,0.3,1.1,3.9,0.2,14.5,4.8,56.0,13.0,,94.7
05-016-2250-17-0001,Glenbrook North High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL, 9 10 11 12,2020,8.5,,96.9,,616.0,95.4,1.0,2040.0,1.6,16.1,0.4,1.3,5.9,0.1,14.1,5.0,72.8,19.0,,94.9
05-016-2250-17-0001,Glenbrook North High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL, 9 10 11 12,2021,4.4,67.1,96.3,66.5,616.0,96.4,0.7,1978.0,8.7,17.9,0.5,1.3,5.4,,13.3,4.7,71.4,19.0,,94.9
05-016-2250-17-0001,Glenbrook North High School,Glenbrook HSD 225,Cook,HIGH SCHOOL,12-Sep,2022,15.9,71.5,96.3,70.6,,93.7,,2015.0,9.2,18.8,0.6,1.8,5.5,,15.3,4.1,70.4,,,95.1
05-016-2250-17-0001,Glenbrook North High School,Glenbrook HSD 225,Cook,HIGH SCHOOL,12-Sep,2023,13.8,74.6,96.9,73.9,616.0,94.2,0.6,2026.0,9.2,20.7,0.7,2.2,5.2,,13.5,5.0,68.2,19.0,,94.6
05-016-2250-17-0001,Glenbrook North High School,Glenbrook HSD 225,Cook,High School,12-Sep,2024,12.0,66.0,96.6,69.7,600.0,94.4,,2033.0,9.0,21.9,0.8,3.2,5.1,,13.2,4.4,66.5,1.0,74.5,95.2
05-016-2250-17-0001,Glenbrook North High School,Glenbrook HSD 225,Cook,High School,12-Sep,2025,13.1,88.6,95.7,85.9,600.0,94.3,0.5,2079.0,9.1,22.6,0.9,3.5,5.2,,12.9,4.6,66.0,1.0,86.5,95.2
05-016-2250-17-0002,Glenbrook South High School      ,Northfield Twp HSD 225           ,Cook       ,High School,9 - 12,2016,2.2,20.4,96.3,18.9,,95.3,0.2,1.0,2.3,17.9,1.6,,13.1,0.2,12.4,3.2,63.5,,84.5,89.5
05-016-2250-17-0002,Glenbrook South High School      ,Northfield Twp HSD 225           ,Cook       ,High School,9 - 12,2017,2.2,67.1,97.5,63.0,,95.5,0.1,1.0,1.6,17.9,1.7,,12.5,0.2,11.8,3.4,63.7,,89.6,89.2
05-016-2250-17-0002,Glenbrook South High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL,9 - 12,2018,8.7,67.3,97.8,66.8,,95.8,0.1,3067.0,2.1,17.9,1.6,4.1,13.2,,10.4,19.9,62.8,,,90.3
05-016-2250-17-0002,Glenbrook South High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL, 9 10 11 12,2019,14.3,64.9,96.1,67.2,774.0,94.3,1.2,3078.0,2.6,13.7,1.1,4.1,10.3,0.3,10.8,18.0,47.7,86.0,,94.6
05-016-2250-17-0002,Glenbrook South High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL, 9 10 11 12,2020,15.8,,96.8,,964.0,93.9,0.9,3122.0,2.0,17.8,1.5,4.8,13.1,0.4,10.8,18.0,62.0,88.0,,95.5
